Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Finland,FIN,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.045139618,0.044332502,0.04954418,0.056653838,0.066510325,0.073468852,0.085306463,0.082252933,0.095325525,0.108609245,0.116092718,0.116483085,0.126003538,0.140115043,0.131745667,0.129534257,0.143648966,0.140287262,0.144604057,0.150959191,0.16132741,0.142062526,0.118158117,0.113347189,0.11458275,0.134118695,0.143544253,0.154751706,0.13966031,0.14022287,0.137373166,0.141785507,0.124642853,0.131696784,0.148875138,0.13661826,0.15830866,0.154362963,0.146389787,0.142037548,0.134080939,0.145575087,0.157011859,0.175550661,0.169879203,0.137893011,0.166410358,0.16015994,0.140814922,0.131787057,0.153233805,0.139587963,0.120140765,0.114929575,0.114650798,,,,
Fiji,FJI,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.006538619,0.00548317,0.00725282,0.007343441,0.012498464,0.009834986,0.008966877,0.009649454,0.010507741,0.011238229,0.013241885,0.013696564,0.014129148,0.015067613,0.015711502,0.014311615,0.010905808,0.016957589,0.015454157,0.017884174,0.016580973,0.021996873,0.016634546,0.013809024,0.011018779,0.010775769,0.011145693,0.008743204,0.010139455,0.011523055,0.014791555,0.012079829,0.013302016,0.013181418,0.012934721,0.013021394,0.013862837,0.013226931,0.012740252,0.012883962,0.013766949,0.017176791,0.014469238,0.017012548,0.021901877,0.017666177,0.019467486,0.018344929,0.014011401,0.012283283,0.018800597,0.016697586,0.016217392,0.017609309,0.017872265,,,,
France,FRA,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.077011354,0.078802645,0.082544462,0.091015266,0.092851378,0.093496833,0.091330961,0.096988601,0.099496053,0.106100618,0.111853712,0.116890555,0.120544082,0.128529359,0.1232775,0.10970098,0.123444676,0.116869248,0.122441845,0.12755531,0.121280502,0.108592895,0.103799682,0.09985819,0.095245986,0.093670235,0.089594913,0.087207923,0.085503074,0.089254445,0.08540142,0.08831995,0.082304197,0.080609647,0.075446538,0.077629313,0.083147387,0.077612015,0.083019162,0.080727533,0.078722074,0.081454337,0.080337099,0.080963703,0.08101772,0.080746609,0.07818727,0.076335522,0.075330975,0.071993077,0.071868955,0.067221487,0.067183775,0.067013132,0.060539868,,,,
Faroe Islands,FRO,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.022438281,0.042902793,0.043728245,0.045886452,0.044002252,0.048745387,0.049484014,0.059223329,0.063665693,0.072998222,0.087109827,0.087348854,0.077816014,0.082935683,0.097444139,0.111665239,0.104715584,0.127886357,0.124389396,0.148109748,0.128816924,0.133224886,0.137570899,0.145125152,0.147066433,0.150996654,0.141971967,0.142440165,0.149269908,0.162615512,0.199210997,0.187499466,0.183834822,0.16682806,0.166202447,0.165979958,0.174530004,0.170660203,0.179027443,0.179807405,0.195276297,0.214845929,0.203494928,0.20468805,0.208044934,0.200392526,0.187910242,0.190825672,0.174603444,0.159416403,0.174625354,0.157336256,0.163358374,0.18751788,0.164984202,,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012927271,0.012613031,0.012819267,0.01309201,0.012996286,0.013424728,0.014355705,0.013511793,0.015367403,0.020835617,0.017688582,0.017709927,0.017755769,0.015094328,0.015202912,0.017661762,0.015002484,0.020742199,0.014622911,0.01548522,0.017186776,0.017872939,0.018523691,,,,
Gabon,GAB,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.00348868,0.004318854,0.002278665,0.0018758,0.004809111,0.005369881,0.009295609,0.024181709,0.045904035,0.032858589,0.04678811,0.06271926,0.059280685,0.112919784,0.113722831,0.109751658,0.114276528,0.123610848,0.14463326,0.126155793,0.120903733,0.116878653,0.113618193,0.093179543,0.098581125,0.101124639,0.077380187,0.060938985,0.063862852,0.082718479,0.062731982,0.061538992,0.065123482,0.06415765,0.054960204,0.056421015,0.056789404,0.055632349,0.056341084,0.053076051,0.05058459,0.05051169,0.046987065,0.046559592,0.045825992,0.046534793,0.038627268,0.037019987,0.036378933,0.035860336,0.039214285,0.039073993,0.038620158,0.038470207,0.036489036,,,,
United Kingdom,GBR,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.147613968,0.14765871,0.147510304,0.148991971,0.149137396,0.151656864,0.149840625,0.142760187,0.145532013,0.150154493,0.155313705,0.156513586,0.153062671,0.155487516,0.145401017,0.142124088,0.141045036,0.142465826,0.142537662,0.151779071,0.136176291,0.131788412,0.128944422,0.128247265,0.124195167,0.131058244,0.132838753,0.133277028,0.132654805,0.134920977,0.128552842,0.130669963,0.127891581,0.125161449,0.125078103,0.122780596,0.125499484,0.119707716,0.120391897,0.119772784,0.121783813,0.122228951,0.117872956,0.119847469,0.118998413,0.118916316,0.1178013,0.114074182,0.11152269,0.100272996,0.104022193,0.093715881,0.097377526,0.094596828,0.086013245,,,,
Georgia,GEO,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041655945,0.026826561,0.016652797,0.006545156,0.011985463,0.013503263,0.015477349,0.013837327,0.014728176,0.012431093,0.011274178,0.012640416,0.014573009,0.017191054,0.020979563,0.022019882,0.017772936,0.021660331,0.022075307,0.028094215,0.029968261,0.027982435,0.031989151,,,,
Ghana,GHA,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.002919113,0.002601462,0.002683924,0.003125374,0.002903156,0.002916591,0.002402308,0.002435308,0.002805843,0.002626603,0.003978867,0.00338656,0.003476571,0.003451507,0.003988428,0.003641049,0.003160366,0.003824498,0.003712892,0.003257126,0.003064692,0.003554713,0.003450542,0.004021929,0.002754779,0.003444194,0.003064217,0.003209504,0.003275227,0.003084421,0.003420644,0.00342515,0.003367882,0.003737208,0.003959908,0.004105696,0.004253232,0.004705575,0.004617137,0.004608633,0.00431834,0.004636459,0.004852852,0.004868348,0.004573163,0.00424362,0.005535704,0.005665291,0.005133767,0.004221561,0.005318745,0.005126338,0.006048266,0.007274008,0.007034309,,,,
Gibraltar,GIB,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.026945757,0.028539598,0.029949297,0.029256188,0.028578722,0.024203952,0.027340415,0.030370033,0.03156181,0.031022819,0.032242625,0.036818727,0.033070249,0.03765625,0.034110292,0.038748516,0.033778004,0.033717675,0.030508486,0.040226572,0.038751094,0.022728027,0.009809805,0.016465578,0.014919727,0.019980991,0.018353681,0.021675069,0.031631144,0.0316008,0.064953817,0.090323415,0.107725532,0.110038297,0.130685755,0.126892037,0.129021227,0.132056088,0.136163245,0.138337717,0.142146521,0.144393357,0.143656554,0.14463985,0.154795338,0.159284631,0.165604191,0.163661766,0.167796504,0.182229139,0.183566023,0.177641604,0.181790437,0.193068728,0.207273826,,,,
Guinea,GIN,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.001555998,0.002295949,0.00241951,0.002511419,0.00248182,0.002426102,0.002458421,0.00243886,0.002467681,0.002424457,0.002523817,0.002551882,0.002568316,0.002439804,0.002512762,0.002485963,0.002576657,0.002579844,0.00253952,0.002618781,0.002620793,0.002637406,0.002562445,0.002429319,0.002433406,0.002404696,0.002345521,0.00226765,0.00227201,0.002243218,0.002093894,0.002079938,0.002088905,0.002090353,0.002337688,0.002350523,0.002419457,0.002451876,0.002531932,0.002597524,0.002639042,0.002704863,0.002781662,0.002845049,0.002882474,0.00265378,0.00269125,0.002738767,0.002975796,0.003005834,0.003381624,0.003531147,0.003208295,0.002794226,0.002908021,,,,
"Gambia, The",GMB,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.000664898,0.000782029,0.000894478,0.00100183,0.000980656,0.000958277,0.001051546,0.001024062,0.001106783,0.00139856,0.001358863,0.001522972,0.001774457,0.001626316,0.001577149,0.002427285,0.002349716,0.002609172,0.003092295,0.003148271,0.003275633,0.003174347,0.003149811,0.003050458,0.003143969,0.003018786,0.002699786,0.002862312,0.002778874,0.002597811,0.002438385,0.002396204,0.002315041,0.002333701,0.002262573,0.002322722,0.002251857,0.002183515,0.002274036,0.00239463,0.002468262,0.002462751,0.002730946,0.002644938,0.002595012,0.002515646,0.00256225,0.002841853,0.002873631,0.002901004,0.003194392,0.003204478,0.003159789,0.002917013,0.003357704,,,,
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.000393938,0.000623595,0.000849096,0.000993793,0.001210169,0.001344725,0.001325943,0.000942969,0.001212825,0.001121741,0.001308386,0.00135151,0.001192848,0.001951712,0.001793947,0.001964595,0.001638246,0.001761257,0.001760333,0.00187978,0.002484086,0.002384977,0.002336127,0.002280406,0.00250909,0.002615978,0.002719475,0.002818747,0.003069611,0.00320643,0.002339435,0.002335892,0.002331207,0.002326181,0.002276176,0.002229124,0.002185019,0.002357516,0.001976452,0.002185672,0.001616375,0.001621943,0.001625282,0.002004841,0.002032681,0.002093448,0.002079068,0.002166608,0.002080062,0.002093645,0.002072344,0.002080908,0.002086958,0.002061613,0.002122524,,,,
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.001140718,0.001125475,0.001110762,0.001277469,0.001255669,0.001405539,0.001198587,0.001164559,0.00129704,0.001916203,0.001596931,0.002923876,0.004024344,0.001398726,0.002557139,0.003226133,0.00332811,0.003407906,0.003848215,0.003410385,0.003107687,0.003488741,0.003411012,0.002677576,0.003221106,0.002481522,0.002894031,0.003422319,0.003564328,0.00382028,0.002084479,0.004373792,0.004666986,0.00283307,0.00091191,0.003420175,0.002917223,0.007148644,0.003911375,0.010597083,0.009930093,0.064861782,0.100127744,0.116010749,0.096349744,0.08322334,0.080257046,0.077274332,0.069248418,0.067840814,0.065641534,0.082197368,0.065670303,0.06349765,0.063065491,,,,
Greece,GRC,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.014944671,0.015485605,0.015928001,0.019137873,0.020568764,0.026360254,0.02866309,0.029777786,0.033805533,0.038441009,0.036382443,0.041694413,0.047022136,0.055235798,0.053499901,0.056885058,0.061825259,0.066840792,0.067498336,0.071115687,0.070606865,0.069013664,0.070518486,0.074674628,0.076324621,0.080754068,0.078534397,0.084019495,0.089673453,0.097333032,0.09643264,0.095004498,0.096111434,0.095816868,0.098104214,0.098740795,0.100127802,0.10395164,0.10835806,0.106572052,0.112237673,0.114323726,0.11374067,0.115974916,0.117394323,0.118888529,0.116862539,0.117716355,0.114678638,0.109582901,0.099817102,0.095178222,0.095936025,0.083884228,0.081815426,,,,
Grenada,GRD,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.003238702,0.002657693,0.003674222,0.002078675,0.003094492,0.003077718,0.004090742,0.0051088,0.005625186,0.006661912,0.006165926,0.00669776,0.006714721,0.007773727,0.005209067,0.006822817,0.006898821,0.006994244,0.00762745,0.007122682,0.007088121,0.008572197,0.008861976,0.0085946,0.008380078,0.008256908,0.00872123,0.009763832,0.012863221,0.014023636,0.014613891,0.0150976,0.015987261,0.016308113,0.019055569,0.019845809,0.020186338,0.021985641,0.022839447,0.025117369,0.024547359,0.024918618,0.026231293,0.027537957,0.026052055,0.027365353,0.029144888,0.029996655,0.031762284,0.031662304,0.032443883,0.031363754,0.033433004,0.037248192,0.029419955,,,,
Greenland,GRL,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.091113012,0.11523755,0.099861568,0.120025923,0.111031073,0.116406094,0.127052955,0.132076259,0.16554113,0.120008102,0.108805109,0.131644252,0.151762246,0.150584904,0.149063845,0.135061429,0.058604207,0.19358567,0.105572937,0.152678137,0.148919282,0.137064897,0.132906375,0.092242571,0.142775935,0.126834411,0.080755136,0.057427067,0.131989578,0.113239647,0.131836628,0.130324844,0.114995301,0.119600711,0.119828884,0.119184642,0.12244505,0.123093252,0.124604452,0.127200378,0.125246505,0.126636047,0.126056656,0.123999887,0.135623465,0.141534623,0.146211168,0.149352388,0.15512511,0.13531558,0.154405255,0.164685478,0.132446607,0.129775623,0.118998967,,,,
Guatemala,GTM,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.004230979,0.004298942,0.004099462,0.004383776,0.004956446,0.005373027,0.004599563,0.005088974,0.005337282,0.005524506,0.005414105,0.005592993,0.006037781,0.00636963,0.006481588,0.007250945,0.006642468,0.007462191,0.007883052,0.008743994,0.008197876,0.007034688,0.006271845,0.005363191,0.005631227,0.00566144,0.005804362,0.006119175,0.006176006,0.006211144,0.007268095,0.007053831,0.008205186,0.007536516,0.008900076,0.009113198,0.008270985,0.00923826,0.010407696,0.010380442,0.011266447,0.011797117,0.012031732,0.011467553,0.012021275,0.012706769,0.012497377,0.012199443,0.010802974,0.010959118,0.010554578,0.010482407,0.010379011,0.01157271,0.015236972,,,,
Guam,GUM,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Guyana,GUY,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.015280862,0.016558184,0.014812516,0.013099404,0.013470758,0.021893823,0.023522371,0.025928496,0.025681715,0.026025116,0.029679921,0.027819625,0.02864426,0.032720968,0.027895456,0.032412835,0.030770341,0.032981251,0.035361898,0.025952439,0.030365048,0.030490008,0.023798243,0.021188703,0.023983264,0.024384221,0.018098058,0.022879647,0.024768607,0.021030001,0.020180086,0.01982248,0.0184811,0.018345287,0.024179286,0.025442286,0.026415974,0.027795318,0.029109109,0.029656982,0.028539317,0.028336542,0.028091695,0.027817761,0.02890222,0.025502707,0.022894867,0.02770313,0.027625406,0.027721962,0.030378912,0.031371565,0.034958793,0.033756937,0.034847667,,,,
High income,HIC,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.099492579,0.100174083,0.103490882,0.107925836,0.112036496,0.115616607,0.119377507,0.123448531,0.128862517,0.135664156,0.146058811,0.147440856,0.153291821,0.159856174,0.154530629,0.148149051,0.154967084,0.156947316,0.159704256,0.162622428,0.157916981,0.150297443,0.143555909,0.142183833,0.145028825,0.145680172,0.145173397,0.148142322,0.15249117,0.155285915,0.150947389,0.151570693,0.152360718,0.153374378,0.154254862,0.153991819,0.157138556,0.157277121,0.156271317,0.157519516,0.161696809,0.160190991,0.160134363,0.161466468,0.163086468,0.162151894,0.161189902,0.160815604,0.157503944,0.148140145,0.152307238,0.149001135,0.146673228,0.145603199,0.144636372,,,,
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.012721503,0.014096876,0.01476054,0.016446632,0.015956879,0.017688359,0.018843009,0.021541417,0.021599427,0.026584207,0.028091409,0.029976135,0.029807194,0.029012302,0.032290099,0.032695484,0.036649615,0.041101852,0.044680073,0.042658137,0.043566809,0.047734661,0.049544294,0.052048534,0.05480391,0.055837579,0.061578227,0.067067975,0.06935324,0.070653272,0.06343161,0.065912242,0.075529343,0.078438452,0.068616382,0.067673209,0.059907544,0.062635013,0.079102454,0.08559554,0.080321264,0.074836849,0.077802839,0.085276951,0.081394175,0.085243092,0.081193077,0.08368462,0.083673863,0.080019883,0.076663047,0.081984108,0.080398301,0.08299019,0.084638609,,,,
Honduras,HND,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.004000409,0.004654296,0.0043012,0.004248425,0.004194268,0.004241867,0.004422572,0.004666145,0.006331653,0.005908053,0.006772341,0.006297581,0.007057273,0.006736318,0.006743874,0.007004651,0.00724168,0.007905251,0.007847093,0.007172715,0.007403756,0.006360873,0.005970781,0.006574743,0.006332524,0.005896248,0.005547527,0.006337545,0.007089001,0.007501316,0.00692601,0.007007475,0.007765637,0.006992152,0.007960929,0.008996187,0.00892409,0.00910543,0.009895425,0.009811736,0.010130356,0.011201459,0.01163634,0.01261017,0.013390795,0.013406685,0.012151377,0.014882965,0.014385011,0.012786953,0.012694101,0.01397814,0.013764218,0.013638692,0.014001165,,,,
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.001616845,0.001663741,0.0016273,0.001679624,0.001782645,0.002031174,0.002065834,0.002194207,0.002390798,0.002607218,0.002753324,0.002880226,0.002875624,0.003004313,0.002988061,0.002904459,0.002754665,0.002778122,0.002815781,0.002786218,0.002934872,0.002807916,0.002797545,0.002744538,0.00259185,0.002688762,0.002313773,0.002499983,0.00263483,0.002711805,0.002254268,0.002096063,0.002107813,0.002115684,0.002122055,0.002272349,0.00231462,0.002326158,0.002204866,0.002150192,0.002162794,0.002185666,0.002271898,0.002342687,0.002463547,0.002454272,0.002571764,0.002676685,0.002711462,0.002715777,0.002956011,0.003109378,0.003215452,0.003402079,0.003544841,,,,
Croatia,HRV,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04749548,0.04820127,0.046926144,0.04866959,0.049256492,0.055192137,0.058867801,0.058649353,0.057296954,0.062796092,0.066076499,0.070705191,0.06881345,0.06938942,0.06941814,0.073183723,0.069396504,0.065083191,0.062168334,0.061260654,0.055817522,0.054592972,0.052605307,,,,
Haiti,HTI,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.000979375,0.00099749,0.001002479,0.000805558,0.000952834,0.000946088,0.000928091,0.000778842,0.000775011,0.000908809,0.001090002,0.001122475,0.001073771,0.00113498,0.001251502,0.001257766,0.001720473,0.001769524,0.00185048,0.001811538,0.001763455,0.001757321,0.001848044,0.001957276,0.001951254,0.001968632,0.001723394,0.001826239,0.002004036,0.001991648,0.001869214,0.001839343,0.001644768,0.001177697,0.000523602,0.001541968,0.001735619,0.002254696,0.001995274,0.002118198,0.002139326,0.002413427,0.002761527,0.002579883,0.002908204,0.00298803,0.002992176,0.003333278,0.003291079,0.003066798,0.002829883,0.002907731,0.002988134,0.003061797,0.003589359,,,,
Hungary,HUN,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.06015972,0.064645576,0.066521552,0.073855515,0.081628816,0.079958131,0.080289128,0.076227724,0.078937193,0.080234498,0.089641086,0.08846251,0.088390597,0.092722298,0.093615773,0.094683363,0.099939465,0.103442526,0.10926062,0.106641598,0.107351724,0.10704535,0.107421352,0.110389374,0.112740056,0.107041798,0.104028038,0.105323399,0.097774923,0.096099144,0.088875438,0.084972974,0.077103905,0.07913691,0.075364002,0.077372406,0.079680453,0.078326869,0.076287013,0.076033977,0.072376181,0.074038598,0.073059855,0.077175145,0.07525696,0.076143089,0.075432712,0.073768328,0.072325936,0.06407349,0.06648546,0.063514694,0.059493367,0.05638946,0.056467765,,,,
IBRD only,IBD,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.017647845,0.01554334,0.014776768,0.014907844,0.01529331,0.016043229,0.016796664,0.016227124,0.017282381,0.018682143,0.020697353,0.021872131,0.022567727,0.023445694,0.023642848,0.025078242,0.026149188,0.027388817,0.028949632,0.029441984,0.029161983,0.02837813,0.02945615,0.029921919,0.030760229,0.032021433,0.032773649,0.033929368,0.034893233,0.035294908,0.034380627,0.035108297,0.035712,0.035410666,0.034613124,0.035483585,0.035980687,0.035474651,0.034513127,0.034667911,0.034938846,0.035231697,0.036255457,0.039240183,0.041906274,0.044278036,0.046775897,0.048584711,0.051147505,0.051884911,0.054657567,0.058477949,0.059990067,0.059707687,0.059815483,,,,
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.015235019,0.013441959,0.012811734,0.012938206,0.013294737,0.01397192,0.014613458,0.01414193,0.015078188,0.016253638,0.017996954,0.019047399,0.01962487,0.020426181,0.020669514,0.021733884,0.02264507,0.02361759,0.024865993,0.025411296,0.025163947,0.024493549,0.025326349,0.025661883,0.026369848,0.027379883,0.027948584,0.028834682,0.02966152,0.029789413,0.028962565,0.02949796,0.02996443,0.029630843,0.028866353,0.029466384,0.029849294,0.029361929,0.02856215,0.028637765,0.028873097,0.029060207,0.029798243,0.032113863,0.034147619,0.035880239,0.037741717,0.039096952,0.040960019,0.041314377,0.043378487,0.046218175,0.047227413,0.046910289,0.046843158,,,,
IDA total,IDA,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.002946961,0.002936187,0.00310668,0.003245978,0.003516074,0.003877022,0.003996939,0.004046229,0.004450289,0.004566103,0.005030102,0.00551944,0.005559241,0.00604527,0.006580532,0.00594643,0.006220153,0.00607286,0.006021019,0.006998119,0.007068183,0.007072282,0.006947041,0.006857956,0.007169369,0.007261199,0.007217323,0.007129951,0.007583724,0.006756265,0.006530738,0.006520387,0.006700683,0.006512692,0.006151462,0.005963646,0.006187304,0.006050089,0.006134245,0.006179331,0.006564381,0.00665004,0.006649306,0.006892086,0.007040356,0.006916101,0.006988374,0.00722816,0.007189022,0.006723476,0.006953392,0.007130311,0.00703637,0.007106124,0.006995061,,,,
IDA blend,IDB,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.004926336,0.005099957,0.005476073,0.006066798,0.006550283,0.007356405,0.007618328,0.007574485,0.007188272,0.007914452,0.009475307,0.010894991,0.011391944,0.012670627,0.014490091,0.012247371,0.013173925,0.012327814,0.012085614,0.014618593,0.014816467,0.014577504,0.014357068,0.013838322,0.014469456,0.014793298,0.014844236,0.013887046,0.015115442,0.012886492,0.012358356,0.01230006,0.012994899,0.012724587,0.011865078,0.011253664,0.011739145,0.011342267,0.011439457,0.01147683,0.012609451,0.012738371,0.013043657,0.013105258,0.013339074,0.013035081,0.012966563,0.013123287,0.012862572,0.011573479,0.011806799,0.012220249,0.012190817,0.012109168,0.011458725,,,,
Indonesia,IDN,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.003229024,0.003823769,0.003290355,0.003174255,0.003037572,0.00325975,0.003006147,0.003071315,0.003357192,0.003955312,0.004131121,0.004378327,0.004740969,0.005237039,0.005325555,0.005466535,0.006107884,0.007949304,0.008842861,0.008741672,0.008509861,0.008784559,0.009033521,0.00879329,0.009194343,0.009728627,0.00957157,0.009511834,0.009998904,0.009728695,0.01091406,0.012889396,0.014284165,0.015162823,0.015115068,0.015120654,0.016773619,0.018187437,0.013783428,0.015355811,0.016486606,0.018206585,0.018681609,0.019035498,0.020017511,0.020006647,0.019922972,0.021394236,0.023418854,0.024765589,0.023470365,0.032602217,0.033944782,0.025772295,0.024084967,,,,
IDA only,IDX,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.001823026,0.001753577,0.001829216,0.001798225,0.001954939,0.002111495,0.002165868,0.002238821,0.00284155,0.002736552,0.002762463,0.002863184,0.002740599,0.002885976,0.002913921,0.00289385,0.002903245,0.002996629,0.003006646,0.003299755,0.003305613,0.003378484,0.003297362,0.003357214,0.003501217,0.003493078,0.003418724,0.003631288,0.003742582,0.003525967,0.003439587,0.00344772,0.003427248,0.003285762,0.00318843,0.003223939,0.003312361,0.003309375,0.00338552,0.003434624,0.003431854,0.003498658,0.003343147,0.003686397,0.003795178,0.003766612,0.003913429,0.004196814,0.004270728,0.004228642,0.004452904,0.004501976,0.004370252,0.004515183,0.004681747,,,,
Isle of Man,IMN,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
India,IND,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.003542947,0.003755675,0.004048861,0.004259928,0.004079543,0.004402002,0.004461736,0.004381439,0.004665839,0.004649025,0.004653017,0.004799176,0.004962923,0.004993294,0.005044533,0.005358103,0.005476529,0.005662228,0.005614431,0.005754436,0.005947401,0.006270115,0.006321029,0.006688865,0.006700186,0.007201178,0.007553034,0.007889061,0.008339297,0.008961315,0.009385766,0.009776048,0.010177574,0.010330253,0.010705903,0.011145579,0.011889901,0.012137409,0.012156863,0.012698688,0.012928272,0.012821212,0.012765096,0.013095989,0.013527441,0.014102627,0.0148081,0.015748634,0.017292215,0.018900986,0.018444179,0.019500674,0.021110252,0.021029919,0.022870936,,,,
Not classified,INX,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ireland,IRL,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.052326275,0.057955585,0.061243554,0.062469758,0.065723102,0.063183053,0.069249887,0.074861627,0.080918851,0.083575516,0.086902011,0.099535878,0.096133336,0.098064505,0.098325406,0.091530943,0.09114943,0.095055486,0.093730937,0.10746907,0.101844156,0.099829033,0.097023575,0.096946592,0.095674289,0.099994105,0.106682325,0.112924266,0.112072427,0.113181052,0.117602897,0.11761547,0.11545157,0.115717518,0.120467665,0.120941174,0.127034318,0.131210185,0.13747145,0.141567271,0.143430535,0.150757627,0.146164295,0.141397626,0.142330376,0.138551121,0.133695699,0.134333186,0.126789003,0.117672901,0.116277653,0.102989438,0.102437855,0.099789652,0.096822078,,,,
